,Year,League,City,Team,Owner,OverlappedOwnership,Wins,Ties,Losses,PlayoffWins,PlayoffLosses,DivisionRank,WonConference,WonLeague,PointsScoredPerGame,PointsScoredRank,PointsConcededPerGame,PointsConcededRank,Points,PlayoffTies,StadiumLatitude,StadiumLongitude,Allstars,OverlapNBA,OverlapNFL,OverlapNHL,OverlapMLB,OverlapMLS
4953,1996,MLS,D.C.,United,"Washington Soccer, LLP",0,17,,16,5,0,3,1,1,1.94,1/9,1.75,5/9,46.0,1.0,38.89,-76.97194444444450,3.0,0,0,0,0,0
4954,1997,MLS,D.C.,United,"Washington Soccer, LLP",0,25,,11,4,0,1,1,1,2.19,1/9,1.66,5/9,55.0,1.0,38.89,-76.97194444444450,7.0,0,0,0,0,0
4955,1998,MLS,D.C.,United,"Washington Soccer, LLP",0,31,,8,3,2,2,1,0,2.31,2/10,1.5,3/10,58.0,1.0,38.89,-76.97194444444450,8.0,0,0,0,0,0
4956,1999,MLS,D.C.,United,"Washington Soccer, LLP",0,29,,9,4,1,1,1,1,2.03,1/10,1.34,6/10,57.0,1.0,38.89,-76.97194444444450,9.0,0,0,0,0,0
4957,2000,MLS,D.C.,United,"Washington Soccer, LLP",0,8,6.0,18,0,0,11,0,0,1.38,8/10,1.97,10/10,30.0,0.0,38.89,-76.97194444444450,2.0,0,0,0,0,0
4958,2001,MLS,D.C.,United,Anschultz Entertainment Group,1,8,2.0,16,0,0,10,0,0,1.62,6/10,1.92,8/10,26.0,0.0,38.89,-76.97194444444450,2.0,1,0,1,0,1
4959,2002,MLS,D.C.,United,Anschultz Entertainment Group,1,9,5.0,14,0,0,10,0,0,1.11,10/10,1.43,4/10,32.0,0.0,38.89,-76.97194444444450,2.0,1,0,1,0,1
4960,2003,MLS,D.C.,United,Anschultz Entertainment Group,1,10,9.0,11,0,2,7,0,0,1.27,8/10,1.2,3/10,39.0,0.0,38.89,-76.97194444444450,0.0,1,0,1,0,1
4961,2004,MLS,D.C.,United,Anschultz Entertainment Group,1,11,9.0,10,3,0,4,1,1,1.43,2/10,1.4,6/10,42.0,1.0,38.89,-76.97194444444450,6.0,1,0,1,0,1
4962,2005,MLS,D.C.,United,Anschultz Entertainment Group,1,16,6.0,10,0,1,3,0,0,1.81,1/11,1.16,2/11,54.0,1.0,38.89,-76.97194444444450,1.0,1,0,1,0,1
4963,2006,MLS,D.C.,United,William Chang,0,15,10.0,7,1,1,1,0,0,1.63,1/11,1.19,3/11,55.0,1.0,38.89,-76.97194444444450,9.0,0,0,0,0,0
4964,2007,MLS,D.C.,United,William Chang,0,16,7.0,7,0,1,1,0,0,1.87,1/12,1.13,2/12,55.0,1.0,38.89,-76.97194444444450,2.0,0,0,0,0,0
4965,2008,MLS,D.C.,United,William Chang,0,11,4.0,15,0,0,10,0,0,1.43,7/13,1.7,12/13,37.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4966,2009,MLS,D.C.,United,William Chang,0,9,13.0,8,0,0,10,0,0,1.43,3/14,1.47,10/14,40.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4967,2010,MLS,D.C.,United,William Chang,0,6,4.0,20,0,0,16,0,0,0.7,15/15,1.57,12/15,22.0,0.0,38.89,-76.97194444444450,1.0,0,0,0,0,0
4968,2011,MLS,D.C.,United,William Chang,0,9,12.0,13,0,0,13,0,0,1.44,4/17,1.53,14/17,39.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4969,2012,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,17,7.0,10,1,1,3,0,0,1.56,4/18,1.26,7/18,58.0,2.0,38.89,-76.97194444444450,2.0,0,0,0,0,0
4970,2013,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,3,7.0,24,0,0,19,0,0,0.65,18/18,1.74,18/18,16.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4971,2014,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,17,8.0,9,1,1,3,0,0,1.53,8/18,1.09,1/18,59.0,0.0,38.89,-76.97194444444450,3.0,0,0,0,0,0
4972,2015,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,15,6.0,13,1,2,8,0,0,1.26,14/20,1.32,9/20,51.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4973,2016,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,11,13.0,10,0,1,10,0,0,1.56,5/20,1.38,11/20,46.0,0.0,38.89,-76.97194444444450,1.0,0,0,0,0,0
4974,2017,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,9,5.0,20,0,0,21,0,0,0.91,22/22,1.76,18/22,32.0,0.0,38.89,-76.97194444444450,0.0,0,0,0,0,0
4975,2018,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,14,9.0,11,0,0,9,0,0,1.76,6/22,1.47,8/22,51.0,1.0,38.86833333333330,-77.01277777777780,0.0,0,0,0,0,0
4976,2019,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,13,11.0,10,0,1,10,0,0,1.24,21/24,1.12,2/24,50.0,0.0,38.86833333333330,-77.01277777777780,1.0,0,0,0,0,0
4977,2020,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,5,6.0,12,0,0,24,0,0,1.09,23/26,1.78,22/26,21.0,0.0,38.86833333333330,-77.01277777777780,,0,0,0,0,0
4978,2021,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,14,5.0,15,0,0,16,0,0,1.65,5/26,1.59,18/26,47.0,0.0,38.86833333333330,-77.01277777777780,0.0,0,0,0,0,0
4979,2022,MLS,D.C.,United,"William Chang, Erick Thohir, Jason Levien",0,7,6.0,21,0,0,28,0,0,1.06,28/28,2.09,28/28,27.0,0.0,38.86833333333330,-77.01277777777780,1.0,0,0,0,0,0
4980,2019,MLS,Cincinnati,FC,Carl Lindner III,0,6,6.0,22,0,0,24,0,0,0.91,24/24,2.21,24/24,24.0,0.0,39.13111111111110,-84.51611111111110,0.0,0,0,0,0,0
4981,2020,MLS,Cincinnati,FC,Carl Lindner III,0,4,4.0,15,0,0,26,0,0,0.52,26/26,1.57,17/26,16.0,1.0,39.13111111111110,-84.51611111111110,,0,0,0,0,0
4982,2021,MLS,Cincinnati,FC,Carl Lindner III,0,4,8.0,22,0,0,27,0,0,1.09,22/26,2.18,26/26,20.0,0.0,39.11138888888890,-84.52222222222220,0.0,0,0,0,0,0
4983,2022,MLS,Cincinnati,FC,Carl Lindner III,0,12,13.0,9,1,1,10,0,0,1.88,4/28,1.65,21/28,49.0,0.0,39.11138888888890,-84.52222222222220,2.0,0,0,0,0,0
4984,1996,MLS,Dallas,FC,Major League Soccer,1,22,,15,1,1,4,0,0,1.56,6/9,1.5,2/9,41.0,1.0,32.779444444444400,-96.75972222222220,5.0,0,0,0,0,1
4985,1997,MLS,Dallas,FC,Major League Soccer,1,19,,16,1,2,5,0,0,1.72,5/9,1.53,3/9,42.0,1.0,32.779444444444400,-96.75972222222220,5.0,0,0,0,0,1
4986,1998,MLS,Dallas,FC,Major League Soccer,1,19,,17,0,2,7,0,0,1.34,10/10,1.84,6/10,37.0,0.0,32.779444444444400,-96.75972222222220,1.0,0,0,0,0,1
4987,1999,MLS,Dallas,FC,Major League Soccer,0,22,,13,2,3,3,0,0,1.69,2/10,1.09,2/10,51.0,1.0,32.779444444444400,-96.75972222222220,2.0,0,0,0,0,0
4988,2000,MLS,Dallas,FC,Major League Soccer,0,14,4.0,14,0,2,6,0,0,1.69,3/10,1.69,6/10,46.0,0.0,32.779444444444400,-96.75972222222220,2.0,0,0,0,0,0
4989,2001,MLS,Dallas,FC,Lamar Hunt,1,10,5.0,11,0,2,7,0,0,1.85,4/10,1.81,6/10,35.0,1.0,32.779444444444400,-96.75972222222220,2.0,0,1,0,0,1
4990,2002,MLS,Dallas,FC,Lamar Hunt,1,12,7.0,9,1,2,3,0,0,1.57,5/10,1.54,5/10,43.0,0.0,32.779444444444400,-96.75972222222220,4.0,0,1,0,0,1
4991,2003,MLS,Dallas,FC,Lamar Hunt,1,6,5.0,19,0,0,10,0,0,1.17,10/10,2.13,10/10,23.0,0.0,32.92944444444440,-97.11194444444440,0.0,0,1,0,0,1
4992,2004,MLS,Dallas,FC,Lamar Hunt,1,10,6.0,14,0,0,8,0,0,1.13,9/10,1.5,9/10,36.0,0.0,32.779444444444400,-96.75972222222220,3.0,0,1,0,0,1
4993,2005,MLS,Dallas,FC,Lamar Hunt,1,13,9.0,10,0,0,5,0,0,1.63,6/11,1.38,5/11,48.0,2.0,33.154444444444400,-96.83527777777780,4.0,0,1,0,0,1
4994,2006,MLS,Dallas,FC,Clark Hunt,1,16,4.0,12,1,1,2,0,0,1.5,2/11,1.38,8/11,52.0,0.0,33.154444444444400,-96.83527777777780,2.0,0,1,0,0,1
4995,2007,MLS,Dallas,FC,Clark Hunt,1,13,5.0,12,1,1,5,0,0,1.23,8/12,1.47,6/12,44.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,1
4996,2008,MLS,Dallas,FC,Clark Hunt,1,8,12.0,10,0,0,11,0,0,1.5,4/13,1.37,7/13,36.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,1
4997,2009,MLS,Dallas,FC,Clark Hunt,1,11,6.0,13,0,0,11,0,0,1.67,1/14,1.57,12/14,39.0,0.0,33.154444444444400,-96.83527777777780,0.0,0,1,0,0,1
4998,2010,MLS,Dallas,FC,Clark Hunt,1,12,14.0,4,2,1,4,1,0,1.4,4/15,0.93,3/15,50.0,1.0,33.154444444444400,-96.83527777777780,2.0,0,1,0,0,1
4999,2011,MLS,Dallas,FC,Clark Hunt,1,15,7.0,12,0,1,4,0,0,1.24,12/17,1.15,5/17,52.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,1
5000,2012,MLS,Dallas,FC,Clark Hunt,1,9,12.0,13,0,0,13,0,0,1.24,13/18,1.38,13/18,39.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,1
5001,2013,MLS,Dallas,FC,Clark Hunt,1,11,11.0,12,0,0,15,0,0,1.41,8/18,1.53,16/18,44.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,0
5002,2014,MLS,Dallas,FC,Clark Hunt,1,16,6.0,12,1,0,6,0,0,1.62,5/18,1.32,7/18,54.0,2.0,33.154444444444400,-96.83527777777780,0.0,0,1,0,0,0
5003,2015,MLS,Dallas,FC,Clark Hunt,1,18,6.0,10,1,2,2,0,0,1.53,5/20,1.15,3/20,60.0,1.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,0
5004,2016,MLS,Dallas,FC,Clark Hunt,1,17,9.0,8,1,1,1,0,0,1.47,9/20,1.18,4/20,60.0,0.0,33.154444444444400,-96.83527777777780,2.0,0,1,0,0,0
5005,2017,MLS,Dallas,FC,Clark Hunt,1,11,13.0,10,0,0,13,0,0,1.41,15/22,1.41,10/22,46.0,0.0,33.154444444444400,-96.83527777777780,3.0,0,1,0,0,0
5006,2018,MLS,Dallas,FC,Clark Hunt,1,16,9.0,9,0,1,6,0,0,1.53,14/22,1.29,4/22,57.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,0
5007,2019,MLS,Dallas,FC,Clark Hunt,1,13,9.0,12,0,1,13,0,0,1.59,9/24,1.35,7/24,48.0,0.0,33.154444444444400,-96.83527777777780,2.0,0,1,0,0,0
5008,2020,MLS,Dallas,FC,Clark Hunt,1,9,7.0,6,0,1,10,0,0,1.27,16/26,1.09,5/26,34.0,1.0,33.154444444444400,-96.83527777777780,,0,1,0,0,0
5009,2021,MLS,Dallas,FC,Clark Hunt,1,7,12.0,15,0,0,23,0,0,1.38,13/26,1.65,23/26,33.0,0.0,33.154444444444400,-96.83527777777780,1.0,0,1,0,0,0
5010,2022,MLS,Dallas,FC,Clark Hunt,1,14,11.0,9,0,1,6,0,0,1.41,15/28,1.09,2/28,53.0,1.0,33.154444444444400,-96.83527777777780,2.0,0,1,0,0,0
5011,2006,MLS,Houston,Dynamo,Anschultz Entertainment Group,1,11,13.0,8,2,1,5,1,1,1.38,4/11,1.25,4/11,46.0,1.0,29.721944444444400,-95.34916666666670,4.0,1,0,1,0,1
5012,2007,MLS,Houston,Dynamo,Anschultz Entertainment Group,1,15,7.0,8,3,1,3,1,1,1.43,5/12,0.77,1/12,52.0,0.0,29.721944444444400,-95.34916666666670,5.0,1,0,1,0,1
5013,2008,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,13,12.0,5,0,1,2,0,0,1.5,4/13,1.07,1/13,51.0,1.0,29.721944444444400,-95.34916666666670,2.0,1,0,1,0,1
5014,2009,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,13,9.0,8,1,1,3,0,0,1.3,7/14,0.97,1/14,48.0,1.0,29.721944444444400,-95.34916666666670,3.0,1,0,1,0,1
5015,2010,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,9,6.0,15,0,0,12,0,0,1.33,6/15,1.63,13/15,33.0,0.0,29.721944444444400,-95.34916666666670,2.0,1,0,1,0,1
5016,2011,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,12,13.0,9,3,1,7,1,0,1.32,7/17,1.21,7/17,49.0,0.0,29.721944444444400,-95.34916666666670,4.0,1,0,1,0,1
5017,2012,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,14,11.0,9,3,2,9,1,0,1.41,6/18,1.21,4/18,53.0,1.0,29.7522,-95.3524,2.0,1,0,1,0,1
5018,2013,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,14,9.0,11,2,1,9,0,0,1.21,15/18,1.21,6/18,51.0,2.0,29.7522,-95.3524,2.0,1,0,1,0,1
5019,2014,MLS,Houston,Dynamo,"Anschultz Entertainment Group, Oscar De La Hoya, Gabriel Brener",1,11,6.0,17,0,0,14,0,0,1.15,16/18,1.71,16/18,39.0,0.0,29.7522,-95.3524,0.0,1,0,1,0,1
5020,2015,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull",0,11,9.0,14,0,0,15,0,0,1.24,16/20,1.44,14/20,42.0,0.0,29.7522,-95.3524,1.0,0,0,0,0,0
5021,2016,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull",0,7,13.0,14,0,0,19,0,0,1.15,19/20,1.32,9/20,34.0,0.0,29.7522,-95.3524,0.0,0,0,0,0,0
5022,2017,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull",0,13,11.0,10,2,2,10,0,0,1.68,5/22,1.32,6/22,50.0,1.0,29.7522,-95.3524,1.0,0,0,0,0,0
5023,2018,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull",0,10,8.0,16,0,0,17,0,0,1.71,9/22,1.71,13/22,38.0,0.0,29.7522,-95.3524,1.0,0,0,0,0,0
5024,2019,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull, James Harden",0,12,4.0,18,0,0,19,0,0,1.44,17/24,1.74,18/24,40.0,0.0,29.7522,-95.3524,0.0,0,0,0,0,0
5025,2020,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull, James Harden",0,4,9.0,10,0,0,25,0,0,1.3,15/26,1.74,20/26,21.0,0.0,29.7522,-95.3524,,0,0,0,0,0
5026,2021,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull, James Harden",0,6,12.0,16,0,0,25,0,0,1.06,25/26,1.59,18/26,30.0,0.0,29.7522,-95.3524,0.0,0,0,0,0,0
5027,2022,MLS,Houston,Dynamo,"Gabriel Brener, Oscar De La Hoya, Jake Silverstein, Ben Gull, James Harden",0,10,6.0,18,0,0,25,0,0,1.26,24/28,1.65,21/28,36.0,0.0,29.7522,-95.3524,0.0,0,0,0,0,0
5028,2020,MLS,Miami,CF,"David Beckham, Simon Fuller, Marcelo Claure, Jorge Mas, Jose Mas, Masayoshi Son",0,7,3.0,13,0,1,19,0,0,1.09,23/26,1.52,14/26,24.0,0.0,26.193055555555600,-80.16111111111110,,0,0,0,0,0
5029,2021,MLS,Miami,CF,"David Beckham, Simon Fuller, Marcelo Claure, Jorge Mas, Jose Mas, Masayoshi Son",0,12,5.0,17,0,0,21,0,0,1.06,25/26,1.56,17/26,41.0,0.0,26.193055555555600,-80.16111111111110,1.0,0,0,0,0,0
5030,2022,MLS,Miami,CF,"David Beckham, Simon Fuller, Marcelo Claure, Jorge Mas, Jose Mas, Masayoshi Son",0,14,6.0,14,0,1,12,0,0,1.38,18/28,1.65,21/28,48.0,0.0,26.193055555555600,-80.16111111111110,1.0,0,0,0,0,0
5031,2018,MLS,Los Angeles,FC,"Peter Guber, Henry Nguyen, Tom Penn, Ruben Gnanalingam, Vincent Tan, Brandon Beck, Larry Berg, Will Ferrell, Nomar Garciaparra, Mia Hamm, Chad Hurley, Magic Johnson, Tucker Kain, Kirk Lacob, Mark Leschly, Mike Mahan, Irwin Raij, Tony Robbins, Lon Rosen, Bennett Rosenthal, Paul Schaeffer, Brandon Schneider, Mark Shapiro, Allen Shapiro, Jason Sugarman, Harry Tsao",1,16,9.0,9,0,1,5,0,0,2.0,2/22,1.53,10/22,57.0,0.0,34.01305555555560,-118.285,2.0,1,0,0,0,0
5032,2019,MLS,Los Angeles,FC,"Peter Guber, Henry Nguyen, Tom Penn, Ruben Gnanalingam, Vincent Tan, Brandon Beck, Larry Berg, Will Ferrell, Nomar Garciaparra, Mia Hamm, Chad Hurley, Magic Johnson, Tucker Kain, Kirk Lacob, Mark Leschly, Mike Mahan, Irwin Raij, Tony Robbins, Lon Rosen, Bennett Rosenthal, Paul Schaeffer, Brandon Schneider, Mark Shapiro, Allen Shapiro, Jason Sugarman, Harry Tsao",1,21,9.0,4,1,1,1,0,0,2.5,1/24,1.09,1/24,72.0,0.0,34.01305555555560,-118.285,4.0,1,0,0,0,0
5033,2020,MLS,Los Angeles,FC,"Peter Guber, Henry Nguyen, Tom Penn, Ruben Gnanalingam, Vincent Tan, Brandon Beck, Larry Berg, Will Ferrell, Nomar Garciaparra, Mia Hamm, Chad Hurley, Magic Johnson, Tucker Kain, Kirk Lacob, Mark Leschly, Mike Mahan, Irwin Raij, Tony Robbins, Lon Rosen, Bennett Rosenthal, Paul Schaeffer, Brandon Schneider, Mark Shapiro, Allen Shapiro, Jason Sugarman, Harry Tsao",1,9,5.0,8,1,1,11,0,0,2.14,1/26,1.77,21/26,32.0,1.0,34.01305555555560,-118.285,,1,0,0,0,0
5034,2021,MLS,Los Angeles,FC,"Peter Guber, Henry Nguyen, Tom Penn, Ruben Gnanalingam, Vincent Tan, Brandon Beck, Larry Berg, Will Ferrell, Nomar Garciaparra, Mia Hamm, Chad Hurley, Magic Johnson, Tucker Kain, Kirk Lacob, Mark Leschly, Mike Mahan, Irwin Raij, Tony Robbins, Lon Rosen, Bennett Rosenthal, Paul Schaeffer, Brandon Schneider, Mark Shapiro, Allen Shapiro, Jason Sugarman, Harry Tsao",1,12,9.0,13,0,0,19,0,0,1.56,8/26,1.5,15/26,45.0,0.0,34.01305555555560,-118.285,3.0,1,0,0,0,0
5035,2022,MLS,Los Angeles,FC,"Peter Guber, Henry Nguyen, Tom Penn, Ruben Gnanalingam, Vincent Tan, Brandon Beck, Larry Berg, Will Ferrell, Nomar Garciaparra, Mia Hamm, Chad Hurley, Magic Johnson, Tucker Kain, Kirk Lacob, Mark Leschly, Mike Mahan, Irwin Raij, Tony Robbins, Lon Rosen, Bennett Rosenthal, Paul Schaeffer, Brandon Schneider, Mark Shapiro, Allen Shapiro, Jason Sugarman, Harry Tsao",1,21,4.0,9,2,0,2,1,1,1.94,2/28,1.12,3/28,67.0,1.0,34.01305555555560,-118.285,3.0,1,0,0,0,0
5036,1996,MLS,Los Angeles,Galaxy,"LA Soccer Partners, LP",0,23,,13,3,2,2,1,0,1.84,4/9,1.53,3/9,49.0,1.0,34.16111111111110,-118.16805555555600,6.0,0,0,0,0,0
5037,1997,MLS,Los Angeles,Galaxy,"LA Soccer Partners, LP",0,18,,16,0,1,4,0,0,1.72,5/9,1.38,2/9,44.0,1.0,34.16111111111110,-118.16805555555600,2.0,0,0,0,0,0
5038,1998,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,26,,8,2,1,1,0,0,2.66,1/10,1.38,1/10,68.0,1.0,34.16111111111110,-118.16805555555600,5.0,1,0,1,0,1
5039,1999,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,23,,12,4,1,2,1,0,1.53,4/10,0.91,1/10,54.0,1.0,34.16111111111110,-118.16805555555600,3.0,1,0,1,0,1
5040,2000,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,14,8.0,10,3,1,5,0,0,1.47,7/10,1.16,2/10,50.0,1.0,34.16111111111110,-118.16805555555600,5.0,1,0,1,0,1
5041,2001,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,14,5.0,7,3,2,3,1,0,2.0,1/10,1.38,4/10,47.0,2.0,34.16111111111110,-118.16805555555600,3.0,1,0,1,0,1
5042,2002,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,16,3.0,9,5,1,1,1,1,1.57,5/10,1.18,1/10,51.0,0.0,34.16111111111110,-118.16805555555600,4.0,1,0,1,0,1
5043,2003,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,9,9.0,12,1,1,9,0,0,1.17,10/10,1.17,1/10,36.0,0.0,33.86388888888890,-118.2611111111110,0.0,1,0,1,0,1
5044,2004,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,11,10.0,9,1,2,3,0,0,1.4,4/10,1.33,5/10,43.0,0.0,33.86388888888890,-118.2611111111110,5.0,1,0,1,0,1
5045,2005,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,13,6.0,13,3,0,8,1,1,1.38,8/11,1.41,7/11,45.0,1.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,1
5046,2006,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,11,6.0,15,0,0,9,0,0,1.16,9/11,1.16,2/11,39.0,0.0,33.86388888888890,-118.2611111111110,1.0,1,0,1,0,1
5047,2007,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,9,7.0,14,0,0,11,0,0,1.27,7/12,1.6,11/12,34.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,1
5048,2008,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,8,9.0,13,0,0,13,0,0,1.83,1/13,2.07,13/13,33.0,0.0,33.86388888888890,-118.2611111111110,3.0,1,0,1,0,1
5049,2009,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,12,12.0,6,2,0,2,1,0,1.2,11/14,1.03,3/14,48.0,2.0,33.86388888888890,-118.2611111111110,1.0,1,0,1,0,1
5050,2010,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,18,5.0,7,2,1,1,0,0,1.47,3/15,0.87,2/15,59.0,0.0,33.86388888888890,-118.2611111111110,4.0,1,0,1,0,1
5051,2011,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,19,10.0,5,4,0,1,1,1,1.41,5/17,0.82,1/17,67.0,0.0,33.86388888888890,-118.2611111111110,5.0,1,0,1,0,1
5052,2012,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,16,6.0,12,4,2,8,1,1,1.74,2/18,1.38,13/18,54.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,1
5053,2013,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,15,8.0,11,1,1,5,0,0,1.56,5/18,1.12,3/18,53.0,0.0,33.86388888888890,-118.2611111111110,3.0,1,0,1,0,1
5054,2014,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,17,10.0,7,3,1,2,1,1,2.03,1/18,1.09,1/18,61.0,1.0,33.86388888888890,-118.2611111111110,3.0,1,0,1,0,1
5055,2015,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,14,9.0,11,0,1,9,0,0,1.65,4/20,1.35,11/20,51.0,0.0,33.86388888888890,-118.2611111111110,5.0,1,0,1,0,0
5056,2016,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,12,16.0,6,2,1,6,0,0,1.59,4/20,1.15,2/20,52.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5057,2017,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,8,8.0,18,0,0,22,0,0,1.32,17/22,1.97,21/22,32.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5058,2018,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,13,9.0,12,0,0,13,0,0,1.94,3/22,1.88,17/22,48.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5059,2019,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,16,3.0,15,1,1,8,0,0,1.71,6/24,1.74,18/24,51.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5060,2020,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,6,4.0,12,0,0,22,0,0,1.23,18/26,2.09,25/26,22.0,0.0,33.86388888888890,-118.2611111111110,,1,0,1,0,0
5061,2021,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,13,9.0,12,0,0,15,0,0,1.47,11/26,1.59,18/26,48.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5062,2022,MLS,Los Angeles,Galaxy,Anschultz Entertainment Group,1,14,8.0,12,1,1,9,0,0,1.71,6/28,1.5,14/28,50.0,0.0,33.86388888888890,-118.2611111111110,2.0,1,0,1,0,0
5063,2017,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,10,6.0,18,0,0,19,0,0,1.38,16/22,2.06,22/22,36.0,0.0,44.976111111111100,-93.22500000000000,0.0,1,0,0,1,0
5064,2018,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,11,3.0,20,0,0,18,0,0,1.44,18/22,2.09,20/22,36.0,0.0,44.976111111111100,-93.22500000000000,2.0,1,0,0,1,0
5065,2019,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,15,8.0,11,0,1,7,0,0,1.53,14/24,1.26,5/24,53.0,0.0,44.95277777777780,-93.165,1.0,1,0,0,1,0
5066,2020,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,9,7.0,5,3,2,9,0,0,1.71,8/26,1.24,11/26,34.0,1.0,44.95277777777780,-93.165,,1,0,0,1,0
5067,2021,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,13,10.0,11,0,1,12,0,0,1.24,19/26,1.29,10/26,49.0,0.0,44.95277777777780,-93.165,0.0,1,0,0,1,0
5068,2022,MLS,Minnesota,United,"Bill McGuire, Jim Pohlad, Robert Pohlad, Glen Taylor, Wendy Nelson",1,14,6.0,14,0,0,11,0,0,1.41,15/28,1.5,14/28,48.0,1.0,44.95277777777780,-93.165,2.0,1,0,0,1,0
